Campaign_ID,Platform,Ad_Spend,Impressions,Clicks,Conversions,Revenue,Region,Age_Group,Start_Date,End_Date,Campaign_Type,Targeted_Location,CTR,Conversion_Rate,ROI,Content Production (45%),Distribution (35%),Analytics (20%)
340,Facebook,18752,404751,26222,576,5377,North America,25-34,11/27/23,12/17/23,Awareness,New York,6.48%,2%,-71%,4666.58153,10230.64867,3854.769804
341,LinkedIn,5541,943308,45224,1817,67731,North America,55+,9/20/23,10/16/23,Conversion,New York,4.79%,4%,1122%,2515.751788,3315.749563,-290.5013507
342,Facebook,16655,470225,14268,1127,83934,Asia,25-34,2/5/23,2/25/23,Awareness,Shanghai,3.03%,8%,404%,6064.908876,9503.581994,1086.50913
343,Instagram,14125,362595,43164,788,88397,Asia,35-44,1/16/23,2/9/23,Awareness,Seoul,11.90%,2%,526%,5865.244943,5309.451504,2950.303552
344,Facebook,11251,973520,42687,620,60808,Asia,45-54,12/17/23,12/22/23,Awareness,Seoul,4.38%,1%,440%,4854.936119,6358.500511,37.56337043
345,TikTok,5498,11854,47950,310,77996,North America,25-34,2/13/23,3/10/23,Awareness,Toronto,404.50%,1%,1319%,2200.574934,3203.919496,93.50556987
346,Instagram,787,956970,15677,943,24812,South America,45-54,11/21/23,12/21/23,Conversion,Bogotá,1.64%,6%,3053%,212.9768386,277.533001,296.4901604
347,LinkedIn,15366,486137,4035,647,8295,Europe,45-54,10/14/23,10/15/23,Awareness,London,0.83%,16%,-46%,7429.15108,8946.183183,-1009.334263
348,TikTok,12595,344782,20858,915,88845,Europe,18-24,3/8/23,3/13/23,Awareness,Paris,6.05%,4%,605%,3482.150166,6211.425323,2901.424511
349,TikTok,14342,616035,45752,921,48235,Europe,55+,1/30/23,2/19/23,Conversion,Paris,7.43%,2%,236%,6042.376106,8440.470981,-140.8470866
350,Facebook,15639,537441,9504,403,16837,Africa,55+,4/10/23,4/14/23,Awareness,Cape Town,1.77%,4%,8%,5069.010565,8169.208914,2400.780521
351,Facebook,9306,695300,36775,201,36211,North America,18-24,5/30/23,6/5/23,Lead Generation,Chicago,5.29%,1%,289%,3803.121375,4279.344327,1223.534298
352,Instagram,3291,775661,47475,1681,62369,Africa,35-44,6/7/23,6/16/23,Awareness,Cape Town,6.12%,4%,1795%,1634.700353,1000.517985,655.7816626
353,Instagram,4999,525927,31679,791,45130,Europe,25-34,8/26/23,8/27/23,Lead Generation,Paris,6.02%,2%,803%,2169.65745,1807.859808,1021.482742
354,Instagram,18518,970806,20038,1089,44397,Africa,55+,2/27/23,3/24/23,Awareness,Nairobi,2.06%,5%,140%,7432.577443,8235.710394,2849.712163
355,LinkedIn,6701,275681,36923,1807,20646,North America,18-24,1/3/23,1/7/23,Lead Generation,Los Angeles,13.39%,5%,208%,3047.425594,2815.545372,838.0290341
356,Instagram,19495,87248,43883,192,38370,South America,35-44,2/26/23,3/13/23,Awareness,Bogotá,50.30%,0%,97%,5983.744679,6875.10272,6636.152601
357,Facebook,9563,68490,29518,154,16805,Asia,25-34,7/2/23,7/21/23,Awareness,Tokyo,43.10%,1%,76%,3797.866043,2881.141248,2883.992708
358,LinkedIn,6033,619204,24042,1380,14273,Europe,25-34,8/11/23,8/20/23,Lead Generation,Paris,3.88%,6%,137%,2452.104099,2635.875761,945.0201401
359,LinkedIn,15479,784440,46547,1038,29697,Africa,18-24,4/10/23,4/29/23,Awareness,Cape Town,5.93%,2%,92%,4427.924443,7706.97969,3344.095867
360,Instagram,2952,731731,48381,1634,60354,South America,55+,11/24/23,12/17/23,Awareness,Bogotá,6.61%,3%,1945%,704.4518266,1131.031291,1116.516882
361,LinkedIn,11687,305150,440,989,18552,Europe,25-34,11/30/23,12/1/23,Conversion,Berlin,0.14%,225%,59%,2796.753595,3984.064925,4906.18148
362,Instagram,3194,45285,5536,1755,56000,Europe,25-34,10/15/23,10/23/23,Conversion,Berlin,12.22%,32%,1653%,1209.663113,964.7868248,1019.550062
363,TikTok,6619,248909,34230,871,85274,Europe,45-54,2/2/23,2/15/23,Awareness,Berlin,13.75%,3%,1188%,2662.369548,3055.301194,901.3292587
364,LinkedIn,19680,549362,31632,1266,80137,South America,55+,6/12/23,6/13/23,Conversion,Buenos Aires,5.76%,4%,307%,7470.24456,10509.34994,1700.405503
365,Twitter,16873,383752,2786,1219,23068,North America,45-54,5/9/23,5/30/23,Lead Generation,Chicago,0.73%,44%,37%,8371.851128,8033.243393,467.9054787
366,TikTok,13205,723651,23090,1612,29026,South America,35-44,6/28/23,7/19/23,Conversion,São Paulo,3.19%,7%,120%,5163.034793,7280.114668,761.850539
367,Facebook,15775,92040,10054,1497,85188,Europe,25-34,4/19/23,5/19/23,Conversion,London,10.92%,15%,440%,7734.688974,7875.08124,165.2297858
368,TikTok,16258,834542,33923,114,45206,Europe,35-44,8/2/23,8/4/23,Lead Generation,London,4.06%,0%,178%,5552.34204,5058.922104,5646.735856
369,Instagram,14473,422770,16452,562,97282,Asia,35-44,2/8/23,2/15/23,Awareness,Seoul,3.89%,3%,572%,5317.30933,5305.382495,3850.308175
370,LinkedIn,2648,815516,41176,630,31181,Asia,25-34,7/28/23,8/9/23,Lead Generation,Shanghai,5.05%,2%,1078%,637.9856792,1428.065924,581.9483969
371,TikTok,10071,376282,13760,349,50153,Asia,45-54,3/30/23,4/9/23,Conversion,Tokyo,3.66%,3%,398%,2791.712834,5682.830439,1596.456727
372,Twitter,18844,235691,10196,1181,7522,Europe,25-34,3/31/23,4/15/23,Awareness,Paris,4.33%,12%,-60%,9069.2618,10436.96045,-662.2222513
373,Twitter,9074,238264,38483,1344,98491,Asia,18-24,1/22/23,2/4/23,Awareness,Mumbai,16.15%,3%,985%,3626.350027,4750.927032,696.7229408
374,TikTok,15286,537842,26690,1974,84026,Africa,35-44,5/1/23,5/30/23,Conversion,Lagos,4.96%,7%,450%,4060.541782,5524.733462,5700.724756
375,Instagram,17208,982562,25794,700,84051,Europe,25-34,12/29/23,1/4/24,Lead Generation,Paris,2.63%,3%,388%,5802.442445,10208.38945,1197.16811
376,Twitter,3598,109041,15316,873,31444,Europe,35-44,1/26/23,2/20/23,Awareness,London,14.05%,6%,774%,1678.958462,2142.091358,-223.0498206
377,Facebook,8375,3796,16575,246,63827,Europe,25-34,6/16/23,7/5/23,Awareness,Paris,436.64%,1%,662%,2754.661701,4947.310591,673.0277083
378,Instagram,17116,923690,24111,1249,76525,Asia,55+,10/2/23,10/8/23,Conversion,Tokyo,2.61%,5%,347%,4555.756063,6215.370573,6344.873364
379,LinkedIn,2337,271616,38532,209,77419,North America,45-54,1/9/23,1/20/23,Lead Generation,Toronto,14.19%,1%,3213%,865.8609817,850.622364,620.5166542
380,Instagram,9000,852620,31623,676,35555,South America,55+,1/1/23,1/14/23,Lead Generation,São Paulo,3.71%,2%,295%,2594.632865,4567.945863,1837.421272
381,Twitter,12204,251204,45401,514,37060,Europe,35-44,4/4/23,5/3/23,Lead Generation,Berlin,18.07%,1%,204%,5181.237836,4842.897385,2179.864779
382,TikTok,13691,424119,42911,1526,20453,Africa,55+,3/3/23,3/8/23,Awareness,Lagos,10.12%,4%,49%,2841.583678,8073.841309,2775.575013
383,Twitter,4032,276069,11411,1353,70220,North America,55+,10/29/23,11/1/23,Conversion,Los Angeles,4.13%,12%,1642%,1170.191688,2313.207638,548.6006737
384,TikTok,18198,720907,14492,900,82613,Africa,18-24,8/22/23,9/13/23,Awareness,Cairo,2.01%,6%,354%,6137.312975,9378.734384,2681.952641
385,Twitter,10165,827873,13467,1432,77030,Europe,18-24,7/14/23,7/19/23,Conversion,Madrid,1.63%,11%,658%,4538.141815,4927.0414,699.8167843
386,TikTok,16899,864973,18868,533,3840,Asia,55+,5/31/23,6/25/23,Lead Generation,Tokyo,2.18%,3%,-77%,8421.389064,9621.216592,-1143.605655
387,Twitter,19395,685822,42470,797,98345,Africa,35-44,2/18/23,3/17/23,Awareness,Lagos,6.19%,2%,407%,9493.962547,6454.605241,3446.432211
388,Twitter,19430,26675,1811,445,41644,South America,18-24,4/17/23,4/23/23,Conversion,Lima,6.79%,25%,114%,4189.288472,7635.092904,7605.618623
389,LinkedIn,17359,483840,10198,1982,14502,South America,45-54,12/14/23,1/9/24,Awareness,Buenos Aires,2.11%,19%,-16%,5649.578534,6831.41049,4878.010976
390,LinkedIn,839,357744,35580,875,71644,Asia,45-54,9/11/23,9/23/23,Awareness,Tokyo,9.95%,2%,8439%,200.4979271,441.7187383,196.7833346
391,Twitter,2899,649299,48901,1105,57434,South America,35-44,8/17/23,8/26/23,Lead Generation,Buenos Aires,7.53%,2%,1881%,842.5699217,1570.689878,485.7402001
392,Facebook,704,923342,10865,1110,68509,Asia,55+,12/23/23,12/30/23,Lead Generation,Shanghai,1.18%,10%,9631%,209.2474799,227.5289916,267.2235285
393,LinkedIn,18304,468525,39033,1822,5789,Asia,45-54,7/29/23,8/16/23,Conversion,Tokyo,8.33%,5%,-68%,8631.87932,8057.473549,1614.647131
394,Instagram,14715,211157,6838,1270,61288,North America,25-34,11/28/23,12/3/23,Conversion,Chicago,3.24%,19%,317%,7074.959373,8724.210637,-1084.17001
395,Twitter,16776,896172,12634,157,66797,South America,45-54,4/21/23,5/4/23,Conversion,Lima,1.41%,1%,298%,6079.594268,8117.833212,2578.57252
396,Facebook,9381,777155,42265,1880,27734,South America,45-54,1/1/24,1/4/24,Awareness,Bogotá,5.44%,4%,196%,2940.884965,4661.43218,1778.682855
397,TikTok,10391,456036,18563,1534,26726,North America,55+,3/27/23,4/7/23,Lead Generation,New York,4.07%,8%,157%,3621.922805,4542.735762,2226.341432
398,TikTok,646,146500,19592,1875,14649,Asia,55+,11/9/23,11/18/23,Awareness,Tokyo,13.37%,10%,2168%,150.4655107,371.4383513,124.0961381
399,Twitter,18843,118650,4478,1002,32782,North America,55+,2/23/23,3/17/23,Awareness,New York,3.77%,22%,74%,6213.453556,6875.20052,5754.345925
400,Twitter,10860,210213,28912,1055,80826,North America,55+,8/31/23,9/18/23,Lead Generation,Los Angeles,13.75%,4%,644%,3692.068585,4233.519315,2934.412101
401,LinkedIn,13802,443721,19286,1846,25314,North America,25-34,4/7/23,5/5/23,Lead Generation,Los Angeles,4.35%,10%,83%,5949.768388,6934.724296,917.5073157
402,Instagram,6621,190829,23590,1878,60288,North America,25-34,10/8/23,10/12/23,Lead Generation,New York,12.36%,8%,811%,3064.074003,2044.625562,1512.300435
403,LinkedIn,13948,865177,35752,1998,19785,Europe,35-44,7/2/23,7/26/23,Conversion,Madrid,4.13%,6%,42%,3276.721203,7820.277287,2851.00151
404,Facebook,8616,98864,20819,1374,16901,Asia,35-44,8/20/23,9/6/23,Awareness,Shanghai,21.06%,7%,96%,3896.02909,4223.551347,496.419563
405,LinkedIn,508,189818,11578,1615,29057,Europe,35-44,6/2/23,6/23/23,Awareness,Berlin,6.10%,14%,5620%,225.2988899,157.7652726,124.9358375
406,Facebook,4521,580169,37979,1716,25811,Asia,18-24,11/12/23,11/22/23,Lead Generation,Tokyo,6.55%,5%,471%,2171.195736,1449.242792,900.5614726
407,Instagram,3451,841813,40229,952,65592,Asia,55+,4/18/23,5/13/23,Conversion,Seoul,4.78%,2%,1801%,915.3200486,1375.356514,1160.323437
408,LinkedIn,12905,412475,35809,1072,78033,North America,55+,4/15/23,5/6/23,Awareness,Los Angeles,8.68%,3%,505%,4115.568527,7037.219637,1752.211836
409,Instagram,12763,427443,45438,1819,3686,Asia,35-44,7/18/23,8/15/23,Awareness,Tokyo,10.63%,4%,-71%,3950.920937,5108.356578,3703.722485
410,LinkedIn,3904,22104,26831,596,47371,Africa,35-44,12/5/23,12/6/23,Awareness,Cairo,121.39%,2%,1113%,1060.776507,2096.452247,746.7712462
411,Twitter,8410,494686,40604,659,37021,Europe,18-24,6/26/23,7/5/23,Conversion,Madrid,8.21%,2%,340%,2650.09253,2946.888222,2813.019248
412,TikTok,6382,972725,30939,254,66779,Africa,25-34,9/13/23,10/12/23,Awareness,Nairobi,3.18%,1%,946%,2936.280346,3406.724096,38.99555732
413,Twitter,14603,680198,32676,2,1935,South America,45-54,8/15/23,9/3/23,Conversion,São Paulo,4.80%,0%,-87%,6969.220244,7518.083021,115.6967341
414,Twitter,17463,635056,29640,1111,68755,Europe,55+,10/19/23,11/3/23,Lead Generation,London,4.67%,4%,294%,7799.458728,10385.50466,-721.9633903
415,TikTok,8262,277666,31098,1451,47103,North America,18-24,8/6/23,8/21/23,Awareness,New York,11.20%,5%,470%,3499.885902,4707.325819,54.78827953
416,LinkedIn,19324,742447,16385,376,21282,South America,35-44,10/17/23,10/27/23,Conversion,Buenos Aires,2.21%,2%,10%,9048.425533,9868.114813,407.4596533
417,TikTok,4754,602062,39444,1292,15782,Europe,35-44,12/1/23,12/11/23,Conversion,London,6.55%,3%,232%,1153.73214,2438.754572,1161.513288
418,LinkedIn,4777,595413,37492,281,80978,Asia,45-54,10/6/23,10/30/23,Lead Generation,Mumbai,6.30%,1%,1595%,2326.103071,2487.188589,-36.29166058
419,Instagram,15633,494278,43003,1801,1401,South America,18-24,9/18/23,9/28/23,Awareness,Bogotá,8.70%,4%,-91%,7222.538726,6388.717211,2021.744064
420,Twitter,3748,673496,3952,927,64345,Africa,55+,7/24/23,8/12/23,Awareness,Lagos,0.59%,23%,1617%,1553.658483,1924.452373,269.8891436
421,Facebook,2873,833886,7622,461,8455,South America,25-34,12/8/23,12/30/23,Lead Generation,São Paulo,0.91%,6%,194%,1178.799556,1357.499721,336.7007229
422,TikTok,11234,815209,48887,1785,33207,Asia,25-34,8/1/23,8/17/23,Lead Generation,Tokyo,6.00%,4%,196%,3941.63469,3897.65536,3394.70995
423,Instagram,5330,704064,4811,1230,87543,Asia,45-54,1/12/23,1/17/23,Conversion,Tokyo,0.68%,26%,1542%,1883.628326,2554.724828,891.646846
424,Instagram,17153,773153,116,40,39763,Africa,18-24,11/20/23,12/12/23,Lead Generation,Lagos,0.02%,34%,132%,6081.061214,7468.591256,3603.34753
425,Instagram,6443,336634,7622,77,96000,Europe,25-34,11/16/23,11/25/23,Awareness,Paris,2.26%,1%,1390%,1406.772303,3501.661261,1534.566437
426,TikTok,17747,921572,11348,412,12446,South America,35-44,11/11/23,12/6/23,Lead Generation,Buenos Aires,1.23%,4%,-30%,6630.212722,8893.097046,2223.690232
427,Facebook,7749,713982,48964,267,11104,Africa,25-34,5/8/23,5/19/23,Awareness,Cape Town,6.86%,1%,43%,2879.643647,4517.983233,351.3731198
428,Instagram,8301,167886,14559,892,13648,South America,45-54,1/15/23,1/26/23,Lead Generation,São Paulo,8.67%,6%,64%,2529.237065,3812.826544,1958.936391
429,LinkedIn,1200,611139,12015,1170,23644,Africa,55+,3/11/23,3/27/23,Conversion,Lagos,1.97%,10%,1870%,413.1776537,695.5378246,91.28452168
430,LinkedIn,15104,482694,9499,997,71531,Europe,55+,4/21/23,4/27/23,Awareness,Berlin,1.97%,10%,374%,6022.16338,7638.094771,1443.741849
431,Twitter,2421,454107,6256,1046,54875,Asia,25-34,6/13/23,6/28/23,Conversion,Shanghai,1.38%,17%,2167%,696.4335696,806.3341259,918.2323045
432,Facebook,19948,156401,3068,1797,6142,South America,25-34,11/28/23,11/30/23,Lead Generation,Buenos Aires,1.96%,59%,-69%,8011.074682,9404.98979,2531.935527
433,Instagram,19230,380117,6830,739,80360,North America,45-54,1/9/23,2/5/23,Conversion,Toronto,1.80%,11%,318%,9468.256406,7461.416164,2300.32743
434,Twitter,11190,761428,41054,1075,53149,Europe,55+,10/25/23,11/9/23,Awareness,Madrid,5.39%,3%,375%,4550.743365,5688.257833,950.9988012
435,Facebook,6042,492705,4613,1044,1171,Asia,55+,8/20/23,9/10/23,Conversion,Tokyo,0.94%,23%,-81%,3004.147942,3084.668087,-46.81602849
436,Facebook,3386,311709,29941,369,28916,Asia,35-44,11/25/23,12/13/23,Lead Generation,Tokyo,9.61%,1%,754%,1011.209073,1643.183408,731.6075184
437,Facebook,2699,201794,34139,432,5066,Africa,45-54,6/12/23,6/28/23,Lead Generation,Cairo,16.92%,1%,88%,556.328693,1339.902532,802.7687749
438,Facebook,1554,29518,41835,1535,79802,Africa,35-44,11/2/23,11/8/23,Lead Generation,Cape Town,141.73%,4%,5035%,762.3337539,654.8664177,136.7998284
439,TikTok,5619,653281,47489,1339,48952,Africa,25-34,5/12/23,5/24/23,Awareness,Cairo,7.27%,3%,771%,1230.220752,2305.394754,2083.384494
440,Facebook,9504,681874,42408,1859,76883,Europe,55+,12/5/23,12/18/23,Conversion,Paris,6.22%,4%,709%,2787.542474,3764.796324,2951.661201
441,LinkedIn,14063,591287,10866,1931,16057,Africa,55+,6/25/23,7/22/23,Conversion,Lagos,1.84%,18%,14%,5347.858556,4347.307381,4367.834063
442,LinkedIn,5215,51338,43831,1071,65288,South America,45-54,3/4/23,3/20/23,Lead Generation,Bogotá,85.38%,2%,1152%,1425.141183,2379.7231,1410.135717
443,Twitter,13476,693587,20824,540,55450,South America,45-54,12/23/23,12/24/23,Lead Generation,Bogotá,3.00%,3%,311%,3491.160654,6178.320034,3806.519313
444,Instagram,15804,255862,16226,1729,27644,South America,35-44,5/2/23,5/4/23,Awareness,Bogotá,6.34%,11%,75%,3239.969337,7142.848375,5421.182288
445,LinkedIn,3417,210468,37789,1041,22462,Asia,45-54,5/17/23,6/9/23,Lead Generation,Tokyo,17.95%,3%,557%,906.911183,1620.913213,889.1756042
446,Facebook,1504,425841,36651,867,63279,South America,25-34,5/13/23,6/1/23,Awareness,São Paulo,8.61%,2%,4107%,550.5080558,603.335452,350.1564922
447,Twitter,13183,196673,281,127,4085,Europe,55+,6/28/23,7/21/23,Conversion,Paris,0.14%,45%,-69%,6340.878633,4168.783436,2673.33793
448,LinkedIn,11699,422896,11573,952,99253,South America,55+,3/10/23,3/16/23,Awareness,São Paulo,2.74%,8%,748%,4388.108218,3885.140029,3425.751753
449,TikTok,11780,393725,7386,1903,31038,Asia,45-54,2/24/23,3/22/23,Awareness,Shanghai,1.88%,26%,163%,3732.334369,5314.833474,2732.832157
450,TikTok,6030,990346,24357,919,13593,Africa,45-54,2/13/23,2/20/23,Lead Generation,Cape Town,2.46%,4%,125%,2394.520294,2227.515839,1407.963868
451,LinkedIn,1337,682606,18674,559,23646,North America,55+,10/24/23,10/27/23,Awareness,Chicago,2.74%,3%,1669%,426.6614742,796.5507218,113.7878041
452,Instagram,16022,573031,8248,1883,27653,Asia,35-44,11/8/23,11/14/23,Conversion,Seoul,1.44%,23%,73%,3462.980805,5776.205573,6782.813622
453,LinkedIn,6344,945782,21660,672,27575,North America,25-34,3/29/23,4/16/23,Conversion,New York,2.29%,3%,335%,1879.990032,2173.72219,2290.287778
454,Instagram,14481,439174,11776,1476,24235,South America,35-44,1/1/23,1/26/23,Conversion,São Paulo,2.68%,13%,67%,3292.162982,8497.592651,2691.244367
455,Facebook,5358,982755,49934,1705,93725,Europe,55+,11/2/23,11/7/23,Conversion,Madrid,5.08%,3%,1649%,2043.446371,1765.941271,1548.612358
456,Twitter,13301,835480,28404,112,25789,South America,25-34,4/7/23,5/7/23,Awareness,Buenos Aires,3.40%,0%,94%,4196.438538,5665.422124,3439.139338
457,Twitter,1012,745886,21601,333,36911,South America,18-24,4/23/23,5/7/23,Lead Generation,Lima,2.90%,2%,3547%,257.2444475,351.2045604,403.5509922
458,LinkedIn,12681,858824,29003,98,88108,Africa,55+,9/25/23,10/5/23,Conversion,Cape Town,3.38%,0%,595%,5197.327977,6952.178822,531.4932012
459,Facebook,12353,587040,14516,1482,19654,Europe,45-54,2/12/23,2/21/23,Conversion,London,2.47%,10%,59%,5500.671337,5852.298695,1000.029968
460,TikTok,7972,761095,2137,756,71152,Asia,25-34,5/5/23,5/11/23,Awareness,Shanghai,0.28%,35%,793%,1937.952853,4090.120323,1943.926825
461,Facebook,16506,976713,8426,1445,31517,South America,25-34,8/5/23,8/28/23,Awareness,São Paulo,0.86%,17%,91%,4091.542364,7966.411114,4448.046522
462,TikTok,19595,389904,2760,516,30532,Asia,35-44,12/30/23,1/17/24,Awareness,Seoul,0.71%,19%,56%,4263.063885,6424.640026,8907.296088
463,LinkedIn,10074,173009,4246,713,40001,North America,35-44,8/31/23,9/7/23,Lead Generation,New York,2.45%,17%,297%,3291.145631,4129.955815,2652.898554
464,Facebook,3192,68174,21442,1820,32774,Asia,55+,10/22/23,11/13/23,Conversion,Tokyo,31.45%,8%,927%,1533.728396,1619.663295,38.60830846
465,Twitter,3782,665121,42164,202,17780,Asia,18-24,11/6/23,11/14/23,Conversion,Tokyo,6.34%,0%,370%,1390.087075,2000.338226,391.5746987
466,TikTok,7318,199206,45815,696,63320,North America,55+,2/18/23,3/10/23,Lead Generation,Los Angeles,23.00%,2%,765%,2695.076356,2243.146469,2379.777175
467,Instagram,10626,190303,134,1076,32961,Africa,18-24,5/8/23,5/28/23,Awareness,Lagos,0.07%,803%,210%,3919.012388,4364.314502,2342.67311
468,LinkedIn,2947,303124,34420,1232,18968,Asia,35-44,12/27/23,1/25/24,Conversion,Shanghai,11.36%,4%,544%,784.102236,1528.779853,634.1179105
469,Instagram,1761,562575,46808,837,10011,South America,55+,1/3/23,1/18/23,Awareness,São Paulo,8.32%,2%,468%,683.5305842,649.8638235,427.6055923
470,Facebook,10314,7426,687,1681,91333,Africa,45-54,4/3/23,5/1/23,Conversion,Nairobi,9.25%,245%,786%,2610.189691,3767.38249,3936.427819
471,Instagram,7744,805592,28668,1591,50806,Africa,25-34,11/25/23,12/11/23,Conversion,Cape Town,3.56%,6%,556%,3867.26268,3604.330527,272.4067936
472,Facebook,10145,907195,20261,1903,6129,Africa,18-24,5/18/23,5/22/23,Lead Generation,Cape Town,2.23%,9%,-40%,3577.504788,4477.156492,2090.338721
473,TikTok,17590,88914,3914,447,56764,Africa,45-54,12/31/23,1/24/24,Lead Generation,Cairo,4.40%,11%,223%,4505.554415,7155.814704,5928.630881
474,Twitter,7367,156218,14374,1355,78193,Europe,18-24,9/20/23,10/5/23,Awareness,Berlin,9.20%,9%,961%,1976.995106,2758.142869,2631.862025
475,Instagram,10178,401780,34978,87,22474,South America,18-24,11/10/23,12/4/23,Lead Generation,Lima,8.71%,0%,121%,4612.808521,4672.707712,892.4837666
476,LinkedIn,16786,355923,18478,562,96320,Asia,55+,6/15/23,7/3/23,Awareness,Shanghai,5.19%,3%,474%,5941.317381,5733.485812,5111.196806
477,Facebook,7562,583694,12617,776,6789,Africa,45-54,12/3/23,12/24/23,Awareness,Cairo,2.16%,6%,-10%,3219.094933,4240.06408,102.8409869
478,LinkedIn,7411,425406,24036,1913,35028,Africa,55+,12/21/23,1/2/24,Conversion,Nairobi,5.65%,8%,373%,2478.976913,4346.091929,585.9311581
479,LinkedIn,12415,850351,47500,891,19261,Asia,35-44,8/1/23,8/30/23,Lead Generation,Shanghai,5.59%,2%,55%,6027.891502,5031.822211,1355.286287
480,Instagram,5457,581296,20061,749,57538,North America,45-54,3/27/23,4/25/23,Lead Generation,Los Angeles,3.45%,4%,954%,1426.02045,2619.92034,1411.059209
481,Instagram,2623,770046,44382,207,99618,North America,55+,2/15/23,3/14/23,Awareness,Toronto,5.76%,0%,3698%,831.6947182,886.2488346,905.0564472
482,Instagram,1278,537694,17052,255,84211,Europe,25-34,3/2/23,3/23/23,Awareness,Madrid,3.17%,1%,6489%,329.3533209,555.7144049,392.9322742
483,Twitter,13453,304941,11259,247,62449,Africa,35-44,12/27/23,1/24/24,Awareness,Lagos,3.69%,2%,364%,5988.239008,5672.184772,1792.576219
484,Facebook,6722,160518,19126,338,6856,Europe,35-44,8/19/23,9/8/23,Conversion,Madrid,11.92%,2%,2%,3125.932471,3037.693459,558.3740702
485,TikTok,2054,549342,17636,1063,79369,Africa,35-44,12/2/23,12/19/23,Lead Generation,Nairobi,3.21%,6%,3764%,874.2308498,812.0511943,367.7179559
486,Twitter,9771,999081,33922,1608,92742,Asia,25-34,1/10/23,1/24/23,Lead Generation,Tokyo,3.40%,5%,849%,2831.890579,3155.3896,3783.71982
487,Facebook,3153,435176,7933,497,12163,North America,45-54,7/21/23,8/13/23,Conversion,Los Angeles,1.82%,6%,286%,648.6226641,1494.071895,1010.305441
488,TikTok,13202,333250,27793,312,81549,South America,18-24,9/28/23,10/4/23,Conversion,Lima,8.34%,1%,518%,5014.483476,6672.500349,1515.016175
489,TikTok,9472,574285,41599,1076,51872,South America,45-54,12/18/23,12/29/23,Awareness,Buenos Aires,7.24%,3%,448%,3952.265533,5673.66148,-153.9270126
490,TikTok,17229,275319,49471,999,67180,Asia,25-34,9/6/23,9/23/23,Lead Generation,Tokyo,17.97%,2%,290%,6960.679224,9856.552141,411.7686352
491,LinkedIn,4367,327589,16572,1852,42044,South America,45-54,7/9/23,7/11/23,Lead Generation,Bogotá,5.06%,11%,863%,913.3233099,1779.096182,1674.580508
492,LinkedIn,1265,474905,49006,345,84973,North America,18-24,2/14/23,3/12/23,Awareness,Chicago,10.32%,1%,6617%,300.980435,641.8746043,322.1449607
493,Facebook,15738,645567,8055,1190,94623,Europe,18-24,10/31/23,11/25/23,Conversion,Madrid,1.25%,15%,501%,4531.936027,7651.563427,3554.500546
494,Instagram,9941,683966,32770,545,89784,Asia,55+,10/13/23,10/17/23,Conversion,Mumbai,4.79%,2%,803%,3559.815571,3920.519351,2460.665078
495,Facebook,3423,100150,21554,1118,52439,South America,35-44,6/19/23,7/14/23,Awareness,Bogotá,21.52%,5%,1432%,946.0781387,1561.717425,915.204436
496,Instagram,10672,269928,25540,181,8120,North America,35-44,4/20/23,5/5/23,Awareness,Los Angeles,9.46%,1%,-24%,4727.735238,4757.030444,1187.234318
497,LinkedIn,3664,648092,17330,1219,74183,South America,18-24,7/14/23,7/18/23,Conversion,Buenos Aires,2.67%,7%,1925%,954.6228279,1850.0093,859.3678721
498,Twitter,17895,37199,22855,135,74543,North America,35-44,10/28/23,11/25/23,Lead Generation,New York,61.44%,1%,317%,6098.711153,7134.779752,4661.509095
499,LinkedIn,2544,260748,17885,1243,93935,Asia,18-24,3/25/23,4/2/23,Awareness,Shanghai,6.86%,7%,3592%,1059.028338,1318.585904,166.385758
500,Facebook,18263,337748,41213,141,30429,Europe,55+,2/20/23,2/21/23,Conversion,London,12.20%,0%,67%,7772.379124,8685.560752,1805.060125
501,Facebook,11408,637181,36746,1785,82768,North America,45-54,6/19/23,7/15/23,Lead Generation,Toronto,5.77%,5%,626%,4780.233297,3759.571759,2868.194944
502,Twitter,18386,788602,23206,1176,31303,Africa,55+,3/27/23,4/9/23,Lead Generation,Nairobi,2.94%,5%,70%,7123.996575,9003.909081,2258.094344
503,Instagram,5383,497884,33285,451,22270,Africa,55+,8/16/23,9/1/23,Awareness,Cairo,6.69%,1%,314%,1195.31231,2790.046433,1397.641257
504,TikTok,12061,121910,17565,1353,46929,North America,45-54,7/15/23,7/18/23,Conversion,New York,14.41%,8%,289%,5667.564184,5487.961644,905.4741722
505,Instagram,7338,263426,5832,1316,32479,Asia,25-34,10/6/23,10/15/23,Awareness,Tokyo,2.21%,23%,343%,3584.838632,2372.633636,1380.527732
506,Twitter,9997,975404,49785,1051,50348,North America,35-44,11/10/23,11/11/23,Conversion,New York,5.10%,2%,404%,3664.584166,3889.003882,2443.411953
507,Twitter,9280,414812,14573,994,50657,Asia,45-54,8/18/23,8/20/23,Conversion,Seoul,3.51%,7%,446%,3141.800802,3920.942479,2217.256719
508,TikTok,19840,676042,39871,2,91437,Asia,18-24,11/17/23,12/16/23,Awareness,Shanghai,5.90%,0%,361%,4824.82181,8821.186299,6193.991891
509,Instagram,11071,851115,9714,328,88204,North America,18-24,2/21/23,2/28/23,Lead Generation,Toronto,1.14%,3%,697%,3239.65354,5098.553815,2732.792645
